Matricula,Estado,Marca/Modelo,Color del vehiculo,Estatus Legal,Propietario Virtual,Fecha de registro,Filename
WNX-050-M,TAB,Honda HR-V,Rojo,Robado,Ignacio Barajas Mora,2018-04-26 20:13:34,WNX-050-M.jpg
WRE-545-V,TAB,Jeep Wrangler,Verde Oscuro,Importacion Definitiva,Manuel Castro Beltran,2021-07-14 10:12:51,WRE-545-V.jpg
WSN-675-M,TAB,Renault Sandero,Vino,Activo,Carmen Ortega Villalobos,2022-02-05 00:18:27,WSN-675-M.jpg
WUW-571-Z,TAB,Jeep Grand Cherokee,Blanco Perlado,Reposicion,Rosa Zarate Zamora,2017-04-14 22:57:53,WUW-571-Z.jpg
WUU-565-D,TAB,Mercedes-Benz GLC,Vino,Recuperado,Sebastian Arellano Tovar,2022-11-26 23:43:12,WUU-565-D.jpg
WLZ-490-N,TAB,BMW 5 Series,Morado,Irregular,Jose Rivera Rosales,2024-04-04 13:44:18,WLZ-490-N.jpg
WV2-433-K,TAB,Renault Duster,Naranja,Activo,Andres Montes Villanueva,2017-09-18 05:32:56,WV2-433-K.jpg
WVA-681-A,TAB,Mazda 3,Blanco Perlado,Reposicion,David Rios Salazar,2020-09-11 15:25:00,WVA-681-A.jpg
WPS-290-B,TAB,Hyundai Elantra,Rojo Oscuro,Irregular,Benjamin Estrada Tapia,2023-09-23 03:03:33,WPS-290-B.jpg
WTP-483-L,TAB,Volkswagen Vento,Blanco Perlado,Baja Definitiva,Julieta Quintero Cabrera,2025-12-17 12:00:12,WTP-483-L.jpg
WW3-506-M,TAB,Renault Logan,Rojo,Baja Temporal,Gabriela Ortega Velazquez,2017-09-04 04:13:41,WW3-506-M.jpg
WPZ-714-T,TAB,Volkswagen Vento,Blanco,Importacion Temporal,Elias Hernandez Contreras,2022-10-19 07:40:59,WPZ-714-T.jpg
WNC-997-A,TAB,BMW X5,Cafe,Activo,Noe Valdez Carrillo,2025-09-10 15:31:00,WNC-997-A.jpg
WPX-351-C,TAB,Kia Sorento,Negro,Importacion Temporal,Arturo Camacho Izquierdo,2022-03-11 07:26:59,WPX-351-C.jpg
WLZ-706-J,TAB,Fiat Cronos,Rojo,Importacion Temporal,Hugo Rivera Martinez,2018-05-17 21:08:30,WLZ-706-J.jpg
WND-773-V,TAB,Nissan March,Verde Oscuro,Irregular,Andres Lopez Morales,2020-01-15 02:39:14,WND-773-V.jpg
WPK-125-R,TAB,Peugeot 5008,Verde,Importacion Temporal,Estela Camacho Delgado,2026-04-16 04:07:16,WPK-125-R.jpg
WTP-718-J,TAB,Toyota Prius,Gris,Activo,Rosa Palacios Garcia,2026-01-05 00:46:59,WTP-718-J.jpg
WMU-352-A,TAB,Mazda 3,Naranja,Baja Temporal,Daniela Luna Rivera,2025-12-02 15:35:15,WMU-352-A.jpg
WSJ-879-T,TAB,Kia Sorento,Morado,En Proceso Legal,Sergio Fernandez Gutierrez,2019-02-25 09:32:07,WSJ-879-T.jpg
WUX-402-D,TAB,Audi A4,Rojo Oscuro,Importacion Definitiva,Rosa Sepulveda Medina,2024-08-20 07:53:42,WUX-402-D.jpg
WRL-530-E,TAB,Jeep Grand Cherokee,Cafe,Remarcaje,Isabel Plascencia Ramos,2018-06-14 22:00:09,WRL-530-E.jpg
WU1-142-V,TAB,Kia Sportage,Morado,Baja Temporal,Martha Izquierdo Guerrero,2023-10-23 08:52:23,WU1-142-V.jpg
WMS-253-V,TAB,Peugeot 308,Beige,Importacion Temporal,Victor Diaz Montes,2020-12-11 16:52:42,WMS-253-V.jpg
WN0-651-J,TAB,Chevrolet Beat,Blanco Perlado,Cancelado,Javier Villalobos Sepulveda,2024-08-29 16:35:43,WN0-651-J.jpg
WUL-873-P,TAB,BMW X3,Verde Oscuro,Importacion Definitiva,Monica Arroyo Ramos,2026-03-20 11:56:09,WUL-873-P.jpg
WML-846-F,TAB,Hyundai Santa Fe,Beige,En Proceso Legal,Cristian Moya Correa,2025-02-06 16:02:04,WML-846-F.jpg
WR3-369-W,TAB,Audi Q3,Dorado,Cancelado,Isabel Palacios Sepulveda,2020-09-20 03:29:07,WR3-369-W.jpg
WSN-382-P,TAB,Honda Accord,Cafe,Cancelado,Beatriz Serrano Ortega,2021-11-11 17:05:14,WSN-382-P.jpg
WNA-621-Z,TAB,Jeep Grand Cherokee,Verde,Robado,Diego Tovar Chavez,2024-07-27 20:28:54,WNA-621-Z.jpg
WUE-362-L,TAB,Hyundai Elantra,Cafe,Recuperado,Gabriela Campos Lopez,2023-07-02 06:26:31,WUE-362-L.jpg
WN7-890-T,TAB,Kia Rio,Amarillo,Reposicion,German Mora Escobar,2025-08-17 23:18:33,WN7-890-T.jpg
WP4-482-V,TAB,Toyota Prius,Dorado,Baja Definitiva,Felipe Montes Reyes,2021-05-30 05:17:06,WP4-482-V.jpg
WU1-898-P,TAB,Hyundai Elantra,Verde Oscuro,Cancelado,Ricardo Cervantes Estrada,2019-11-23 20:01:10,WU1-898-P.jpg
WR8-620-G,TAB,Fiat Argo,Blanco Perlado,Activo,Marcos Serrano Reyes,2026-01-24 14:43:30,WR8-620-G.jpg
WWM-559-N,TAB,Mazda CX-5,Gris,Activo,Liliana Beltran Rosales,2020-04-28 00:43:35,WWM-559-N.jpg
WLA-785-S,TAB,Mazda 3,Negro,Baja Definitiva,Felipe Ruiz Cruz,2020-10-09 13:22:56,WLA-785-S.jpg
WUB-119-J,TAB,Mercedes-Benz GLC,Verde,Reposicion,Cecilia Valdez Maldonado,2020-07-03 08:54:48,WUB-119-J.jpg
WUC-695-W,TAB,Audi Q3,Vino,Baja Temporal,Roberto Flores Tovar,2018-05-06 07:56:47,WUC-695-W.jpg
WLH-596-T,TAB,Honda HR-V,Cafe,Remarcaje,Cecilia Gonzalez Orozco,2023-10-15 08:01:26,WLH-596-T.jpg
WTU-655-L,TAB,Jeep Compass,Vino,En Proceso Legal,Alejandro Mendoza Arroyo,2022-11-23 11:05:37,WTU-655-L.jpg
X4X-867-N,TAMPS,Chevrolet Aveo,Rojo Oscuro,Irregular,Adolfo Vazquez Portillo,2019-10-08 17:26:28,X4X-867-N.jpg
X7W-401-U,TAMPS,Ford Focus,Gris Oscuro,Importacion Temporal,Leticia Camacho Camacho,2024-03-01 12:24:59,X7W-401-U.jpg
XG0-902-K,TAMPS,Audi A4,Gris Oscuro,Importacion Definitiva,Ana Serrano De La Cruz,2022-08-13 13:33:20,XG0-902-K.jpg
XG6-117-Z,TAMPS,Kia Sorento,Blanco,Activo,Elias Figueroa Avila,2022-05-07 04:11:32,XG6-117-Z.jpg
XJW-141-T,TAMPS,Ford Ranger,Gris,Robado,Jorge Montoya Quiroz,2018-05-20 01:35:50,XJW-141-T.jpg
XDL-480-X,TAMPS,BMW 5 Series,Rojo,Baja Temporal,Adolfo Sepulveda Navarro,2018-08-20 18:46:31,XDL-480-X.jpg
X7T-006-N,TAMPS,Mercedes-Benz C-Class,Morado,Activo,Valeria Barajas Rodriguez,2025-07-30 11:21:03,X7T-006-N.jpg
X2P-267-A,TAMPS,Kia Sportage,Dorado,Remarcaje,Guadalupe Alvarez Esquivel,2024-07-15 04:25:22,X2P-267-A.jpg
XDN-060-L,TAMPS,Fiat Argo,Amarillo,Reposicion,Alejandro Romero Ortega,2022-03-24 18:23:54,XDN-060-L.jpg
X5L-465-Y,TAMPS,BMW X5,Morado,Baja Temporal,Renata Medina Delgado,2020-09-18 14:28:27,X5L-465-Y.jpg
XA6-742-Y,TAMPS,Honda Civic,Naranja,Activo,Fernando De La Cruz Ramos,2018-07-31 07:27:46,XA6-742-Y.jpg
XKY-321-J,TAMPS,Nissan NP300,Gris Oscuro,Baja Temporal,Camila Castillo Dominguez,2022-02-06 08:38:34,XKY-321-J.jpg
XC8-743-D,TAMPS,Audi Q5,Verde Oscuro,Homologacion,Leticia Flores Maldonado,2022-02-04 10:20:16,XC8-743-D.jpg
X7V-404-R,TAMPS,Renault Logan,Azul Marino,Baja Temporal,Claudia Herrera Ramos,2026-01-18 07:36:14,X7V-404-R.jpg
XBS-733-C,TAMPS,Hyundai Santa Fe,Rojo,Baja Definitiva,Alicia Moya Solano,2024-08-12 18:16:29,XBS-733-C.jpg
XEV-483-R,TAMPS,Audi A3,Blanco,Homologacion,Silvia Solano Montes,2017-09-26 04:18:46,XEV-483-R.jpg
XK2-567-G,TAMPS,Volkswagen Golf,Rojo,Activo,Camila Cruz Morales,2022-01-07 03:23:32,XK2-567-G.jpg
XBX-287-M,TAMPS,Mercedes-Benz A-Class,Blanco Perlado,Activo,Yolanda Villalobos Villalobos,2019-10-05 11:18:04,XBX-287-M.jpg
XH6-632-R,TAMPS,Honda Civic,Azul Marino,Activo,Noe Rios Medina,2023-10-23 22:54:20,XH6-632-R.jpg
XPB-308-K,TAMPS,Mazda 2,Cafe,Baja Temporal,Estela Sandoval Solano,2026-01-30 21:31:35,XPB-308-K.jpg
XAD-147-Z,TAMPS,Toyota Yaris,Verde,Irregular,Oscar Izquierdo Moya,2026-04-05 22:51:28,XAD-147-Z.jpg
X5X-200-X,TAMPS,Chevrolet Cruze,Beige,Activo,Liliana Perez Peña,2021-02-28 02:37:47,X5X-200-X.jpg
WZA-896-L,TAMPS,Audi Q5,Blanco Perlado,Remarcaje,Diego Portillo Delgado,2025-04-25 02:09:28,WZA-896-L.jpg
XNG-715-A,TAMPS,Toyota Yaris,Azul Marino,Importacion Temporal,Lorena Rios Jimenez,2021-04-07 17:54:48,XNG-715-A.jpg
XKU-345-E,TAMPS,Kia Sorento,Rojo,Activo,Renata Arellano Montes,2025-09-25 04:35:25,XKU-345-E.jpg
XA7-882-B,TAMPS,Kia Rio,Naranja,Activo,Lucia Luna Velazquez,2024-12-17 10:36:55,XA7-882-B.jpg
XEC-247-C,TAMPS,Toyota Prius,Dorado,Importacion Definitiva,Armando Contreras Martinez,2018-02-03 00:38:10,XEC-247-C.jpg
X5Y-637-U,TAMPS,Fiat Argo,Negro,Baja Definitiva,Claudia Dominguez Avila,2024-09-19 20:19:14,X5Y-637-U.jpg
X1T-141-U,TAMPS,Renault Kwid,Vino,Activo,Norma Sandoval Aguilar,2026-01-19 00:57:55,X1T-141-U.jpg
XHK-351-C,TAMPS,Hyundai Accent,Plateado,Recuperado,Alberto Carrillo Delgado,2024-09-30 06:34:05,XHK-351-C.jpg
XNF-134-U,TAMPS,Mazda CX-5,Verde Oscuro,Activo,Luis Valdez Mora,2020-08-31 16:06:51,XNF-134-U.jpg
WYB-924-W,TAMPS,Ford Ranger,Verde,Activo,Juan Lopez Huerta,2025-09-28 13:02:44,WYB-924-W.jpg
XS9-281-P,TAMPS,Hyundai Accent,Gris Oscuro,Irregular,Leticia Nieto Carrillo,2025-12-25 00:26:42,XS9-281-P.jpg
X96-812-B,TAMPS,Volkswagen Vento,Beige,Baja Temporal,Marco Orozco Avila,2021-01-20 01:59:20,X96-812-B.jpg
X80-529-L,TAMPS,Audi Q5,Amarillo,Activo,Gabriela Tapia Ruiz,2019-09-07 02:05:54,X80-529-L.jpg
WZJ-551-V,TAMPS,Honda CR-V,Beige,Activo,Ignacio Sandoval Villanueva,2022-01-10 14:58:32,WZJ-551-V.jpg
X4L-644-V,TAMPS,Honda Civic,Beige,Activo,Fernando Alvarez Jimenez,2017-08-06 04:00:47,X4L-644-V.jpg
XSA-939-K,TAMPS,Audi Q3,Gris Oscuro,Irregular,Jesus Romero Vazquez,2019-04-16 01:39:34,XSA-939-K.jpg
XRE-565-G,TAMPS,Ford Fiesta,Morado,Robado,Guillermo Cervantes Silva,2020-08-25 06:58:34,XRE-565-G.jpg
XRH-111-Z,TAMPS,Mazda 2,Dorado,Recuperado,Carolina Soto Villanueva,2019-03-19 13:52:19,XRH-111-Z.jpg
X4W-187-F,TAMPS,Toyota Hilux,Gris Oscuro,Baja Definitiva,Norma Vargas Ruiz,2021-07-27 03:31:44,X4W-187-F.jpg
XF1-728-X,TAMPS,Renault Duster,Amarillo,Activo,Sandra Zamora Plascencia,2018-07-22 13:30:21,XF1-728-X.jpg
XAV-861-U,TAMPS,Jeep Wrangler,Blanco,Irregular,Manuel Juarez Morales,2020-08-19 22:40:48,XAV-861-U.jpg
XBP-575-J,TAMPS,Honda Civic,Negro,En Proceso Legal,Veronica Fernandez Hernandez,2022-12-09 13:54:04,XBP-575-J.jpg
XJL-156-M,TAMPS,Kia Rio,Beige,Reposicion,Daniela Pacheco Suarez,2022-11-23 00:47:26,XJL-156-M.jpg
XH8-983-C,TAMPS,Renault Duster,Gris,Cancelado,Liliana Torres Pineda,2023-04-01 16:12:37,XH8-983-C.jpg
X94-496-P,TAMPS,Audi A4,Verde Oscuro,Activo,Roberto Beltran Ortega,2020-05-15 19:29:25,X94-496-P.jpg
X0R-972-P,TAMPS,Ford Focus,Negro,Activo,Jesus Lopez Pacheco,2022-02-10 16:26:57,X0R-972-P.jpg
XJF-602-S,TAMPS,Mercedes-Benz C-Class,Gris,Importacion Definitiva,Claudia Figueroa De La Cruz,2023-06-19 14:00:49,XJF-602-S.jpg
X6T-078-F,TAMPS,Fiat 500,Gris,Reposicion,Daniela Ramirez Olvera,2025-03-01 11:27:28,X6T-078-F.jpg
X7J-308-G,TAMPS,Nissan Versa,Vino,Activo,Teresa Serrano Campos,2021-10-09 19:36:59,X7J-308-G.jpg
X9B-473-U,TAMPS,Peugeot 208,Naranja,Baja Definitiva,Manuel Olvera Quiroz,2020-01-06 16:56:47,X9B-473-U.jpg
WY3-843-T,TAMPS,Toyota Prius,Rojo,Cancelado,Yolanda Valdez Plascencia,2019-05-17 05:55:03,WY3-843-T.jpg
X6T-357-M,TAMPS,Peugeot 5008,Negro,Activo,Andres Olvera Medina,2024-03-05 11:24:47,X6T-357-M.jpg
XA7-446-K,TAMPS,Ford Fiesta,Verde,En Proceso Legal,Luis Reyes Perez,2025-07-25 12:17:58,XA7-446-K.jpg
WXK-023-F,TAMPS,Ford Ranger,Verde Oscuro,En Proceso Legal,Fernando Quiroz Barajas,2022-02-18 09:41:01,WXK-023-F.jpg
XKM-685-A,TAMPS,Peugeot 5008,Negro,Reposicion,Sandra Gutierrez Montoya,2023-06-20 13:41:14,XKM-685-A.jpg
WYF-263-V,TAMPS,Honda Accord,Plateado,Importacion Definitiva,Jesus Villalobos Tovar,2021-05-16 16:57:22,WYF-263-V.jpg
WZ1-201-G,TAMPS,BMW X5,Gris,Irregular,Ignacio Morales Guerrero,2024-05-04 17:27:48,WZ1-201-G.jpg
XDL-318-P,TAMPS,Audi Q5,Azul,Recuperado,Valeria Arroyo Orozco,2021-10-25 22:30:11,XDL-318-P.jpg
X89-781-Y,TAMPS,Honda HR-V,Plateado,Activo,Fabiola Velazquez Arroyo,2024-07-24 17:44:30,X89-781-Y.jpg
XCT-854-U,TAMPS,Peugeot 208,Gris,Activo,Javier Arellano Campos,2019-06-03 07:54:55,XCT-854-U.jpg
XGE-515-M,TAMPS,Nissan NP300,Gris,Baja Definitiva,Carmen Arellano Suarez,2023-03-18 11:15:54,XGE-515-M.jpg
XK8-039-F,TAMPS,Nissan Versa,Blanco,Irregular,Felipe Jimenez Reyes,2024-09-20 05:16:47,XK8-039-F.jpg
XNP-430-K,TAMPS,Mercedes-Benz GLC,Dorado,Robado,Lorena Quiroz Torres,2022-09-11 16:57:18,XNP-430-K.jpg
XAL-451-X,TAMPS,Chevrolet Cruze,Plateado,Irregular,Elsa Cruz Maldonado,2022-01-29 08:43:04,XAL-451-X.jpg
X5D-909-S,TAMPS,Peugeot 308,Negro,Homologacion,Sebastian Barajas Ortega,2024-05-07 03:01:12,X5D-909-S.jpg
X2Z-218-R,TAMPS,Peugeot 208,Dorado,Baja Definitiva,Sergio Mendoza Plascencia,2023-05-03 06:44:42,X2Z-218-R.jpg
XLE-048-R,TAMPS,Chevrolet Aveo,Blanco Perlado,Recuperado,Adolfo Estrada Rosales,2025-11-15 16:43:25,XLE-048-R.jpg
X22-227-V,TAMPS,Chevrolet Spark,Blanco Perlado,Robado,Cecilia Gonzalez Delgado,2019-03-25 13:43:00,X22-227-V.jpg
XNJ-863-T,TAMPS,Kia Rio,Verde Oscuro,Baja Definitiva,Elizabeth Villalobos Portillo,2024-02-03 08:34:22,XNJ-863-T.jpg
XCY-057-A,TAMPS,Renault Kwid,Gris,Importacion Temporal,Carlos Aguilar Zarate,2022-05-24 03:40:34,XCY-057-A.jpg
XCS-286-Y,TAMPS,BMW 3 Series,Rojo,Importacion Definitiva,Carolina Diaz Cruz,2022-09-24 22:44:40,XCS-286-Y.jpg
X3P-018-K,TAMPS,Volkswagen Amarok,Negro,Activo,Renata Esquivel Correa,2025-05-11 13:16:33,X3P-018-K.jpg
XND-091-R,TAMPS,Peugeot 5008,Cafe,Reposicion,Norma Orozco Nieto,2019-04-02 21:33:22,XND-091-R.jpg
XB8-109-D,TAMPS,Fiat Cronos,Dorado,Recuperado,Antonio Guerrero Perez,2023-04-19 12:18:22,XB8-109-D.jpg
WZP-408-N,TAMPS,Audi A4,Beige,Activo,Felipe Valdez Navarro,2019-11-23 07:44:54,WZP-408-N.jpg
XCZ-432-K,TAMPS,Renault Logan,Amarillo,Cancelado,Juan Maldonado Flores,2024-01-09 13:12:05,XCZ-432-K.jpg
X8E-119-D,TAMPS,Peugeot 308,Amarillo,Importacion Definitiva,Elias Ramos Izquierdo,2023-04-20 15:12:38,X8E-119-D.jpg
XFU-935-J,TAMPS,Mazda 3,Negro,Reposicion,Martha Portillo Valencia,2021-03-23 04:53:16,XFU-935-J.jpg
XDX-082-X,TAMPS,Renault Logan,Negro,Remarcaje,Rosa Huerta Serrano,2023-10-08 03:56:30,XDX-082-X.jpg
XKS-588-M,TAMPS,Jeep Wrangler,Dorado,Activo,Victor Izquierdo Estrada,2017-03-16 01:22:13,XKS-588-M.jpg
WXN-127-T,TAMPS,Mazda 2,Verde Oscuro,Baja Temporal,Paola Cervantes Ortega,2017-11-19 19:11:26,WXN-127-T.jpg
XD4-539-E,TAMPS,Audi A4,Verde,Importacion Temporal,Jesus Campos Quintero,2017-07-06 11:26:46,XD4-539-E.jpg
X41-351-M,TAMPS,BMW X5,Vino,Reposicion,Rocio Romero Hernandez,2018-11-30 15:37:18,X41-351-M.jpg
XMG-312-X,TAMPS,Hyundai Tucson,Naranja,Robado,Jorge Nieto Castillo,2023-02-06 19:39:14,XMG-312-X.jpg
X7U-181-Z,TAMPS,Jeep Wrangler,Verde,Remarcaje,Rosa Portillo Luna,2017-04-14 01:50:31,X7U-181-Z.jpg
XPW-183-C,TAMPS,Renault Kwid,Beige,Importacion Definitiva,Cristian Correa Pineda,2026-04-26 09:58:34,XPW-183-C.jpg
XHY-222-U,TAMPS,Kia Forte,Dorado,Robado,Silvia Pacheco Barajas,2018-06-16 04:26:51,XHY-222-U.jpg
XCT-058-N,TAMPS,Hyundai Santa Fe,Azul,Activo,Manuel Figueroa Martinez,2024-03-17 13:40:05,XCT-058-N.jpg
XA8-702-U,TAMPS,Chevrolet Beat,Vino,Remarcaje,Roberto Cordero Ruiz,2023-08-16 11:14:36,XA8-702-U.jpg
X5Y-708-E,TAMPS,Kia Sportage,Amarillo,Homologacion,Alejandra Rios Maldonado,2021-09-06 15:30:49,X5Y-708-E.jpg
XER-794-R,TAMPS,Honda CR-V,Gris Oscuro,Remarcaje,Adriana Villalobos Rodriguez,2018-12-31 09:42:18,XER-794-R.jpg
WYR-359-X,TAMPS,Toyota Corolla,Gris Oscuro,Robado,Fernando Rodriguez Silva,2020-04-26 09:41:28,WYR-359-X.jpg
X8J-463-Y,TAMPS,Audi A4,Negro,Remarcaje,Miguel Sepulveda Urbina,2021-06-23 14:10:40,X8J-463-Y.jpg
WYR-357-D,TAMPS,Mazda 3,Morado,Activo,Marina Soto Mendoza,2020-03-21 02:49:57,WYR-357-D.jpg
XCH-761-K,TAMPS,Chevrolet Aveo,Verde,Recuperado,Paola Zamora Villanueva,2018-01-27 06:38:01,XCH-761-K.jpg
XR8-803-E,TAMPS,BMW 3 Series,Beige,Recuperado,Jesus Salazar Figueroa,2026-05-09 01:28:43,XR8-803-E.jpg
XMJ-446-J,TAMPS,Peugeot 5008,Rojo,Homologacion,Jesus Huerta Sepulveda,2018-06-27 08:07:22,XMJ-446-J.jpg
XDM-078-M,TAMPS,Renault Kwid,Azul Marino,Recuperado,Yolanda Arellano Gonzalez,2024-02-25 14:58:16,XDM-078-M.jpg
XF4-314-C,TAMPS,BMW 3 Series,Gris,Importacion Temporal,Benjamin Navarro Quiroz,2020-08-10 19:34:45,XF4-314-C.jpg
XSF-079-G,TAMPS,Honda CR-V,Amarillo,Robado,Ricardo Portillo Camacho,2017-02-20 09:43:15,XSF-079-G.jpg
WZ9-865-S,TAMPS,Jeep Grand Cherokee,Blanco,Cancelado,Paola Barajas Alvarez,2024-09-02 20:36:19,WZ9-865-S.jpg
WZW-043-T,TAMPS,Audi A4,Blanco,Remarcaje,Lorena Escobar Aguilar,2025-01-31 04:04:57,WZW-043-T.jpg
XM3-886-N,TAMPS,Peugeot 208,Azul Marino,Importacion Definitiva,Victor Flores Herrera,2021-03-26 19:11:37,XM3-886-N.jpg
XCW-314-P,TAMPS,Volkswagen Amarok,Azul Marino,Recuperado,Juan Castro Del Valle,2018-08-11 22:21:48,XCW-314-P.jpg
WZP-973-E,TAMPS,Nissan NP300,Naranja,Robado,Salvador Izquierdo Romero,2020-09-17 12:02:07,WZP-973-E.jpg
X4J-421-W,TAMPS,Honda Accord,Rojo,Activo,Raul Tapia Garcia,2025-01-10 15:31:41,X4J-421-W.jpg
X9N-619-B,TAMPS,Audi Q3,Plateado,En Proceso Legal,Sandra Zarate Esquivel,2025-08-29 13:54:02,X9N-619-B.jpg
XRF-169-C,TAMPS,Chevrolet Spark,Verde,Baja Temporal,Alejandra De La Cruz Ramirez,2019-10-15 12:41:16,XRF-169-C.jpg
WXU-603-B,TAMPS,Volkswagen Vento,Beige,Homologacion,Beatriz Suarez Espinoza,2025-09-18 05:20:27,WXU-603-B.jpg
XCY-400-B,TAMPS,Fiat Argo,Beige,Irregular,Elizabeth Bravo Chavez,2018-04-16 21:27:34,XCY-400-B.jpg
XDW-887-Y,TAMPS,Honda Civic,Rojo Oscuro,Importacion Definitiva,Patricia Quintero Pacheco,2019-11-07 12:55:59,XDW-887-Y.jpg
X62-715-Z,TAMPS,Chevrolet Spark,Plateado,Remarcaje,Salvador Hernandez De La Cruz,2022-10-20 10:27:03,X62-715-Z.jpg
XJG-239-D,TAMPS,Chevrolet Cruze,Amarillo,Activo,Julieta Carrillo Perez,2019-12-14 06:25:39,XJG-239-D.jpg
X9N-164-C,TAMPS,Jeep Renegade,Azul Marino,Activo,Elias Delgado Peña,2017-12-19 11:47:30,X9N-164-C.jpg
WZC-787-X,TAMPS,Toyota Prius,Gris Oscuro,Activo,Felipe Villanueva Sepulveda,2024-02-14 03:26:11,WZC-787-X.jpg
X9L-511-B,TAMPS,BMW 3 Series,Vino,En Proceso Legal,Leticia Gallegos Silva,2024-07-25 22:45:02,X9L-511-B.jpg
XAT-399-X,TAMPS,Peugeot 3008,Amarillo,Irregular,Veronica Reyes Chavez,2018-07-09 07:27:07,XAT-399-X.jpg
XFC-865-M,TAMPS,Fiat Cronos,Gris Oscuro,Importacion Temporal,Angela Diaz Luna,2023-06-01 14:24:03,XFC-865-M.jpg
XEV-087-G,TAMPS,BMW 5 Series,Verde,Reposicion,Adolfo Correa Quintero,2020-07-21 10:07:50,XEV-087-G.jpg
X3T-722-J,TAMPS,Chevrolet Cruze,Vino,Remarcaje,Benjamin Hernandez Montoya,2022-08-16 07:41:11,X3T-722-J.jpg
XNV-773-T,TAMPS,Hyundai Accent,Blanco,En Proceso Legal,Hugo Gonzalez Espinoza,2024-09-07 17:09:29,XNV-773-T.jpg
X37-517-M,TAMPS,Kia Sorento,Azul,Recuperado,Marisol Camacho Suarez,2022-10-21 09:46:37,X37-517-M.jpg
XMU-448-E,TAMPS,Jeep Compass,Dorado,Recuperado,Valeria Urbina Maldonado,2024-05-30 15:02:19,XMU-448-E.jpg
X3S-271-X,TAMPS,Hyundai Accent,Gris Oscuro,Recuperado,Elias Camacho Velazquez,2024-10-10 19:03:13,X3S-271-X.jpg
WYZ-607-T,TAMPS,Peugeot 5008,Azul Marino,Homologacion,Veronica Rivera Moya,2026-05-10 11:07:48,WYZ-607-T.jpg
X5Y-178-Y,TAMPS,Mazda MX-5,Verde,Baja Temporal,Arturo Cervantes Acosta,2020-08-26 19:09:23,X5Y-178-Y.jpg
XA0-921-B,TAMPS,Toyota Prius,Azul,Recuperado,Veronica Bravo Velazquez,2023-07-05 10:00:54,XA0-921-B.jpg
X6N-940-T,TAMPS,Mazda MX-5,Blanco,Robado,Daniela Zamora Campos,2022-06-28 20:34:14,X6N-940-T.jpg
XLB-525-X,TAMPS,Ford Ranger,Blanco,Homologacion,Rocio Contreras De La Cruz,2017-04-04 04:09:28,XLB-525-X.jpg
XFR-532-Z,TAMPS,Volkswagen Golf,Naranja,Irregular,Guillermo Dominguez Barajas,2022-01-05 15:33:40,XFR-532-Z.jpg
XPT-104-P,TAMPS,Volkswagen Amarok,Verde,En Proceso Legal,Jose Cervantes Acosta,2020-02-24 22:01:19,XPT-104-P.jpg
XRU-402-M,TAMPS,Ford Ranger,Blanco,Recuperado,Rosa Campos Ramirez,2025-09-09 12:00:42,XRU-402-M.jpg
X3D-383-V,TAMPS,Peugeot 208,Gris,Robado,Diego Salazar Cabrera,2024-10-15 19:23:28,X3D-383-V.jpg
XF4-260-Z,TAMPS,Nissan March,Negro,Baja Temporal,Alejandro Valencia Zamora,2022-06-04 01:17:01,XF4-260-Z.jpg
XB9-049-R,TAMPS,Jeep Grand Cherokee,Azul,Baja Temporal,Renata Zamora Villegas,2019-04-19 11:59:18,XB9-049-R.jpg
XS0-731-Y,TAMPS,Nissan Versa,Gris Oscuro,Baja Definitiva,Jose Contreras Campos,2021-08-26 02:51:46,XS0-731-Y.jpg
XCJ-753-E,TAMPS,Mercedes-Benz GLC,Amarillo,En Proceso Legal,Sandra Castillo Luna,2019-10-30 19:49:06,XCJ-753-E.jpg
X8U-471-A,TAMPS,Mercedes-Benz GLA,Verde Oscuro,Activo,Norma Arroyo Montes,2018-10-19 03:35:24,X8U-471-A.jpg
XK8-350-J,TAMPS,Mercedes-Benz GLC,Rojo,Importacion Temporal,Javier Villalobos Ramirez,2022-11-05 21:11:09,XK8-350-J.jpg
X3A-720-W,TAMPS,Hyundai Elantra,Gris,Importacion Definitiva,Maria Cervantes Quiroz,2023-04-29 09:59:56,X3A-720-W.jpg
X6L-977-A,TAMPS,Kia Sorento,Morado,Irregular,Elizabeth Castro Gallegos,2017-04-01 23:06:51,X6L-977-A.jpg
X5Z-669-R,TAMPS,Jeep Wrangler,Morado,Activo,Cristian Vazquez Carrillo,2019-03-05 04:09:31,X5Z-669-R.jpg
X8P-588-P,TAMPS,Audi Q5,Negro,Activo,Ignacio Chavez Ramirez,2021-01-01 19:42:06,X8P-588-P.jpg
XBB-988-K,TAMPS,BMW X5,Blanco Perlado,Recuperado,Rebeca Sepulveda Vargas,2024-11-03 03:10:38,XBB-988-K.jpg
WY2-546-N,TAMPS,Ford Ranger,Morado,Activo,Hector Martinez Solano,2019-08-14 00:52:53,WY2-546-N.jpg
X8F-537-K,TAMPS,Kia Rio,Blanco,Robado,Monica Escobar Gutierrez,2025-01-13 16:57:07,X8F-537-K.jpg
X8P-468-Y,TAMPS,Mazda MX-5,Negro,Irregular,Isabel Jimenez Zamora,2017-08-24 20:25:44,X8P-468-Y.jpg
WYS-485-K,TAMPS,Ford Ranger,Beige,Reposicion,Arturo Camacho Torres,2023-03-23 13:49:35,WYS-485-K.jpg
